通信機器ID,計測日時,セット連番,ID,温度1,温度2,温度3,日射量1,日射量2,日射量3,モジュール裏面温度1,モジュール裏面温度2,モジュール裏面温度3,モジュール裏面温度4,モジュール裏面温度5,モジュール裏面温度6,風速,風向,日射量(水平),湿度,雨量,直達日射量,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9
JMA7147A,20210208025500,2,        ,-10.355,,,0,0,,-10.315,-10.62,-4.608,-5.814,-4.517,,,,,,,,,,,,,,,,
JMA7147A,20210208030000,1,        ,-11.334,,,0,0,,-12.314,-12.619,-5.707,-7.019,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210208030000,2,        ,-10.959,,,0,0,,-10.712,-10.91,-4.913,-6.21,-4.913,,,,,,,,,,,,,,,,
JMA7147A,20210208030500,1,        ,-11.563,,,0,0,,-12.619,-12.909,-6.012,-7.309,-6.516,,,,,,,,,,,,,,,,
JMA7147A,20210208030500,2,        ,-11.334,,,0,0,,-11.215,-11.414,-5.417,-6.714,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210208031000,1,        ,-11.838,,,0,0,,-12.909,-13.321,-6.317,-7.721,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210208031000,2,        ,-11.984,,,0,0,,-11.414,-11.719,-5.707,-7.111,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210208031500,1,        ,-12.067,,,0,0,,-13.214,-13.611,-6.516,-7.919,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210208031500,2,        ,-12.515,,,0,0,,-11.81,-12.207,-6.012,-7.507,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210208032000,1,        ,-12.552,,,0,0,,-13.519,-13.809,-6.714,-8.209,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210208032000,2,        ,-12.873,,,0,0,,-12.207,-12.512,-6.317,-7.813,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210208032500,1,        ,-12.671,,,0,0,,-13.809,-14.008,-7.019,-8.408,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210208032500,2,        ,-13.23,,,0,0,,-12.512,-12.909,-6.714,-8.209,-6.607,,,,,,,,,,,,,,,,
JMA7147A,20210208033000,1,        ,-12.891,,,0,0,,-14.008,-14.313,-7.111,-8.621,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210208033000,2,        ,-13.413,,,0,0,,-12.711,-13.108,-6.912,-8.408,-6.714,,,,,,,,,,,,,,,,
JMA7147A,20210208033500,1,        ,-12.891,,,0,0,,-14.313,-14.511,-7.416,-8.82,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210208033500,2,        ,-13.458,,,0,0,,-12.909,-13.321,-7.111,-8.515,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210208034000,1,        ,-12.946,,,0,0,,-14.313,-14.42,-7.416,-8.621,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210208034000,2,        ,-13.605,,,0,0,,-13.016,-13.519,-7.309,-8.713,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210208034500,1,        ,-13.028,,,0,0,,-14.42,-14.618,-7.614,-8.82,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210208034500,2,        ,-13.724,,,0,0,,-13.214,-13.718,-7.507,-8.911,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210208035000,1,        ,-13.193,,,0,0,,-14.618,-14.817,-7.721,-9.018,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210208035000,2,        ,-13.825,,,0,0,,-13.413,-13.809,-7.721,-9.018,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210208035500,1,        ,-13.358,,,0,0,,-14.817,-15.015,-8.011,-9.308,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210208035500,2,        ,-13.861,,,0,0,,-13.611,-14.008,-7.813,-9.018,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210208040000,1,        ,-13.523,,,0,0,,-14.908,-15.106,-8.118,-9.308,-8.621,,,,,,,,,,,,,,,,
JMA7147A,20210208040000,2,        ,-13.962,,,0,0,,-13.718,-14.115,-7.813,-9.216,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210208040500,1,        ,-13.541,,,0,0,,-15.015,-15.213,-8.209,-9.415,-8.713,,,,,,,,,,,,,,,,
JMA7147A,20210208040500,2,        ,-13.953,,,0,0,,-13.809,-14.313,-8.118,-9.308,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208041000,1,        ,-13.733,,,0,0,,-15.32,-15.518,-8.408,-9.72,-8.911,,,,,,,,,,,,,,,,
JMA7147A,20210208041000,2,        ,-14.118,,,0,0,,-14.008,-14.42,-8.209,-9.415,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210208041500,1,        ,-14.008,,,0,0,,-15.32,-15.518,-8.515,-9.72,-9.11,,,,,,,,,,,,,,,,
JMA7147A,20210208041500,2,        ,-14.319,,,0,0,,-14.221,-14.71,-8.515,-9.613,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210208042000,1,        ,-13.953,,,0,0,,-15.518,-15.717,-8.713,-9.918,-9.216,,,,,,,,,,,,,,,,
JMA7147A,20210208042000,2,        ,-14.347,,,0,0,,-14.313,-14.618,-8.408,-9.506,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210208042500,1,        ,-14.136,,,0,0,,-15.717,-15.915,-8.911,-10.117,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208042500,2,        ,-14.273,,,0,0,,-14.313,-14.71,-8.515,-9.506,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210208043000,1,        ,-14.173,,,0,0,,-15.717,-15.808,-8.911,-10.01,-9.308,,,,,,,,,,,,,,,,
JMA7147A,20210208043000,2,        ,-14.466,,,0,0,,-14.511,-15.015,-8.82,-9.812,-8.621,,,,,,,,,,,,,,,,
JMA7147A,20210208043500,1,        ,-14.063,,,0,0,,-15.808,-15.915,-8.911,-10.208,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208043500,2,        ,-14.585,,,0,0,,-14.511,-14.908,-8.621,-9.613,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210208044000,1,        ,-13.898,,,0,0,,-15.808,-16.007,-8.911,-10.208,-9.613,,,,,,,,,,,,,,,,
JMA7147A,20210208044000,2,        ,-13.852,,,0,0,,-14.511,-14.908,-8.515,-9.613,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210208044500,1,        ,-13.568,,,0,0,,-15.61,-15.808,-8.82,-10.01,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208044500,2,        ,-13.889,,,0,0,,-14.42,-14.71,-8.621,-9.506,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210208045000,1,        ,-13.523,,,0,0,,-15.61,-15.808,-8.911,-10.01,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208045000,2,        ,-13.623,,,0,0,,-14.42,-14.71,-8.621,-9.506,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210208045500,1,        ,-13.33,,,0,0,,-15.518,-15.717,-8.911,-9.812,-9.308,,,,,,,,,,,,,,,,
JMA7147A,20210208045500,2,        ,-13.788,,,0,0,,-14.313,-14.618,-8.621,-9.415,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210208050000,1,        ,-13.614,,,0,0,,-15.518,-15.61,-8.82,-9.812,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208050000,2,        ,-13.935,,,0,0,,-14.313,-14.618,-8.621,-9.415,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210208050500,1,        ,-13.422,,,0,0,,-15.412,-15.61,-8.82,-9.812,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208050500,2,        ,-13.678,,,0,0,,-14.221,-14.511,-8.515,-9.415,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210208051000,1,        ,-13.431,,,0,0,,-15.412,-15.61,-8.82,-9.918,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208051000,2,        ,-13.495,,,0,0,,-14.221,-14.511,-8.515,-9.216,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210208051500,1,        ,-13.797,,,0,0,,-15.518,-15.61,-8.911,-10.01,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208051500,2,        ,-13.202,,,0,0,,-13.916,-14.221,-8.209,-8.911,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210208052000,1,        ,-13.944,,,0,0,,-15.518,-15.717,-8.82,-10.01,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208052000,2,        ,-12.854,,,0,0,,-13.718,-14.008,-8.118,-8.713,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210208052500,1,        ,-13.642,,,0,0,,-15.518,-15.717,-8.911,-9.918,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208052500,2,        ,-12.79,,,0,0,,-13.611,-13.916,-8.011,-8.621,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210208053000,1,        ,-13.623,,,0,0,,-15.518,-15.717,-8.911,-10.01,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208053000,2,        ,-12.891,,,0,0,,-13.519,-13.809,-8.011,-8.621,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210208053500,1,        ,-13.587,,,0,0,,-15.518,-15.808,-8.911,-10.01,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208053500,2,        ,-12.937,,,0,0,,-13.413,-13.809,-7.919,-8.621,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208054000,1,        ,-13.825,,,0,0,,-15.717,-15.915,-9.018,-10.208,-9.613,,,,,,,,,,,,,,,,
JMA7147A,20210208054000,2,        ,-13.175,,,0,0,,-13.611,-13.809,-7.919,-8.713,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210208054500,1,        ,-14.017,,,0,0,,-15.717,-16.007,-9.11,-10.315,-9.72,,,,,,,,,,,,,,,,
JMA7147A,20210208054500,2,        ,-13.046,,,0,0,,-13.611,-13.809,-7.919,-8.621,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210208055000,1,        ,-13.605,,,0,0,,-15.61,-15.915,-9.018,-10.01,-9.613,,,,,,,,,,,,,,,,
JMA7147A,20210208055000,2,        ,-13.275,,,0,0,,-13.611,-13.809,-7.919,-8.713,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208055500,1,        ,-13.376,,,0,0,,-15.61,-15.808,-8.911,-9.918,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208055500,2,        ,-13.385,,,0,0,,-13.519,-13.718,-7.919,-8.713,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208060000,1,        ,-13.074,,,0,0,,-15.518,-15.61,-8.82,-9.72,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208060000,2,        ,-13.532,,,0,0,,-13.519,-13.916,-7.919,-8.713,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208060500,1,        ,-13.065,,,0,0,,-15.412,-15.61,-8.713,-9.812,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208060500,2,        ,-12.982,,,0,0,,-13.519,-13.718,-7.813,-8.621,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208061000,1,        ,-13.074,,,0,0,,-15.32,-15.518,-8.82,-9.918,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208061000,2,        ,-12.909,,,0,0,,-13.519,-13.809,-7.919,-8.713,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210208061500,1,        ,-13.385,,,0,0,,-15.518,-15.61,-8.82,-10.01,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208061500,2,        ,-12.909,,,0,0,,-13.519,-13.809,-7.919,-8.82,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210208062000,1,        ,-13.605,,,0,0,,-15.518,-15.717,-8.82,-10.117,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208062000,2,        ,-12.772,,,0,0,,-13.519,-13.809,-7.919,-8.713,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210208062500,1,        ,-13.385,,,0,0,,-15.717,-15.808,-8.911,-10.208,-9.613,,,,,,,,,,,,,,,,
JMA7147A,20210208062500,2,        ,-12.68,,,0,0,,-13.519,-13.718,-7.813,-8.621,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208063000,1,        ,-13.532,,,0,0,,-15.717,-15.808,-9.018,-10.208,-9.613,,,,,,,,,,,,,,,,
JMA7147A,20210208063000,2,        ,-12.79,,,0,0,,-13.413,-13.611,-7.721,-8.621,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210208063500,1,        ,-13.248,,,2,1,,-15.61,-15.717,-8.82,-10.01,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208063500,2,        ,-13.129,,,0,0,,-13.413,-13.611,-7.813,-8.621,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210208064000,1,        ,-13.156,,,5,5,,-15.61,-15.717,-8.82,-10.01,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208064000,2,        ,-13.404,,,2,1,,-13.413,-13.718,-7.813,-8.713,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208064500,1,        ,-13.394,,,9,9,,-15.518,-15.717,-8.82,-10.01,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210208064500,2,        ,-13.367,,,4,3,,-13.413,-13.718,-7.813,-8.713,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208065000,1,        ,-13.367,,,16,15,,-15.518,-15.61,-8.713,-9.812,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208065000,2,        ,-13.431,,,7,6,,-13.413,-13.718,-7.919,-8.621,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208065500,1,        ,-13.303,,,75,63,,-15.32,-15.61,-8.713,-9.812,-9.415,,,,,,,,,,,,,,,,
JMA7147A,20210208065500,2,        ,-13.504,,,10,9,,-13.413,-13.718,-7.919,-8.713,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208070000,1,        ,-13.312,,,37,39,,-15.32,-15.518,-8.621,-9.613,-9.308,,,,,,,,,,,,,,,,
JMA7147A,20210208070000,2,        ,-13.138,,,13,11,,-13.214,-13.611,-7.721,-8.515,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210208070500,1,        ,-13.165,,,76,89,,-15.106,-15.32,-8.408,-9.308,-9.11,,,,,,,,,,,,,,,,
JMA7147A,20210208070500,2,        ,-12.699,,,17,14,,-13.016,-13.413,-7.614,-8.209,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210208071000,1,        ,-12.927,,,280,285,,-15.015,-15.213,-8.408,-8.911,-9.11,,,,,,,,,,,,,,,,
JMA7147A,20210208071000,2,        ,-12.616,,,23,19,,-12.909,-13.321,-7.614,-8.118,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210208071500,1,        ,-12.68,,,296,295,,-14.71,-14.908,-8.011,-8.515,-8.82,,,,,,,,,,,,,,,,
JMA7147A,20210208071500,2,        ,-12.854,,,28,24,,-13.016,-13.321,-7.614,-8.209,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210208072000,1,        ,-12.616,,,343,341,,-14.511,-14.71,-7.813,-8.118,-8.621,,,,,,,,,,,,,,,,
JMA7147A,20210208072000,2,        ,-12.973,,,49,45,,-12.818,-13.214,-7.507,-8.118,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210208072500,1,        ,-11.911,,,70,69,,-14.221,-14.42,-7.507,-7.614,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210208072500,2,        ,-13.019,,,37,33,,-12.711,-13.214,-7.507,-8.118,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210208073000,1,        ,-11.856,,,109,107,,-14.008,-14.221,-7.309,-7.614,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210208073000,2,        ,-12.753,,,37,33,,-12.619,-12.909,-7.218,-7.813,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210208073500,1,        ,-11.856,,,263,258,,-13.916,-14.008,-7.111,-7.416,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210208073500,2,        ,-11.847,,,121,116,,-12.116,-12.512,-6.821,-7.111,-6.607,,,,,,,,,,,,,,,,
JMA7147A,20210208074000,1,        ,-11.838,,,397,388,,-13.611,-13.718,-6.714,-7.111,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210208074000,2,        ,-11.142,,,164,158,,-11.521,-11.917,-6.317,-6.516,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210208074500,1,        ,-11.655,,,419,409,,-12.909,-13.016,-6.119,-6.516,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210208074500,2,        ,-11.16,,,170,164,,-11.109,-11.521,-6.012,-6.119,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210208075000,1,        ,-11.371,,,432,419,,-12.314,-12.512,-5.615,-6.119,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210208075000,2,        ,-11.334,,,59,53,,-10.91,-11.215,-5.814,-5.92,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210208075500,1,        ,-10.959,,,124,124,,-11.917,-12.116,-5.31,-5.814,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210208075500,2,        ,-11.49,,,214,209,,-10.513,-10.91,-5.417,-5.707,-5.112,,,,,,,,,,,,,,,,
JMA7147A,20210208080000,1,        ,-10.712,,,320,314,,-11.521,-11.612,-4.807,-5.417,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210208080000,2,        ,-11.637,,,212,208,,-10.208,-10.62,-5.112,-5.417,-4.807,,,,,,,,,,,,,,,,
JMA7147A,20210208080500,1,        ,-10.675,,,543,530,,-11.017,-11.017,-4.211,-4.913,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210208080500,2,        ,-11.701,,,243,237,,-9.918,-10.208,-4.715,-5.02,-4.41,,,,,,,,,,,,,,,,
JMA7147A,20210208081000,1,        ,-10.574,,,551,538,,-10.407,-10.407,-3.708,-4.41,-6.516,,,,,,,,,,,,,,,,
JMA7147A,20210208081000,2,        ,-11.6,,,260,254,,-9.506,-9.812,-4.318,-4.517,-3.906,,,,,,,,,,,,,,,,
JMA7147A,20210208081500,1,        ,-10.3,,,575,564,,-9.812,-9.812,-3.021,-3.906,-6.317,,,,,,,,,,,,,,,,
JMA7147A,20210208081500,2,        ,-11.444,,,266,261,,-9.11,-9.216,-3.815,-4.013,-3.51,,,,,,,,,,,,,,,,
JMA7147A,20210208082000,1,        ,-9.915,,,615,605,,-9.216,-9.216,-2.518,-3.311,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210208082000,2,        ,-10.913,,,293,289,,-8.515,-8.621,-3.311,-3.311,-2.808,,,,,,,,,,,,,,,,
JMA7147A,20210208082500,1,        ,-9.631,,,661,650,,-8.621,-8.515,-1.709,-2.609,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210208082500,2,        ,-10.483,,,307,303,,-7.813,-7.919,-2.609,-2.609,-2.121,,,,,,,,,,,,,,,,
JMA7147A,20210208083000,1,        ,-9.329,,,676,665,,-7.813,-7.721,-0.916,-1.907,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210208083000,2,        ,-10.181,,,324,319,,-7.111,-7.218,-1.907,-1.907,-1.419,,,,,,,,,,,,,,,,
JMA7147A,20210208083500,1,        ,-9,,,694,683,,-7.111,-7.111,-0.32,-1.114,-5.219,,,,,,,,,,,,,,,,
JMA7147A,20210208083500,2,        ,-9.815,,,343,337,,-6.409,-6.409,-1.221,-1.221,-0.61,,,,,,,,,,,,,,,,
JMA7147A,20210208084000,1,        ,-8.872,,,706,694,,-6.516,-6.409,0.381,-0.519,-4.715,,,,,,,,,,,,,,,,
JMA7147A,20210208084000,2,        ,-9.357,,,362,354,,-5.707,-5.707,-0.519,-0.519,0.183,,,,,,,,,,,,,,,,
JMA7147A,20210208084500,1,        ,-8.606,,,722,710,,-5.92,-5.814,0.885,-0.015,-4.013,,,,,,,,,,,,,,,,
JMA7147A,20210208084500,2,        ,-8.991,,,382,375,,-5.112,-5.112,0.183,-0.015,0.793,,,,,,,,,,,,,,,,
JMA7147A,20210208085000,1,        ,-8.396,,,737,724,,-5.615,-5.509,0.992,0.092,-3.021,,,,,,,,,,,,,,,,
JMA7147A,20210208085000,2,        ,-8.707,,,397,392,,-4.517,-4.41,0.687,0.488,1.48,,,,,,,,,,,,,,,,
JMA7147A,20210208085500,1,        ,-8.231,,,752,739,,-5.417,-5.219,0.992,0.092,-2.518,,,,,,,,,,,,,,,,
JMA7147A,20210208085500,2,        ,-8.359,,,413,413,,-3.815,-3.708,1.282,1.083,2.182,,,,,,,,,,,,,,,,
JMA7147A,20210208090000,1,        ,-8.075,,,761,749,,-5.112,-4.807,0.992,-0.107,-2.121,,,,,,,,,,,,,,,,
JMA7147A,20210208090000,2,        ,-8.084,,,432,435,,-3.418,-3.113,1.892,1.389,2.884,,,,,,,,,,,,,,,,
JMA7147A,20210208090500,1,        ,-7.846,,,771,760,,-5.02,-4.517,0.885,-0.107,-1.816,,,,,,,,,,,,,,,,
JMA7147A,20210208090500,2,        ,-7.91,,,454,461,,-3.021,-2.808,2.09,1.587,3.388,,,,,,,,,,,,,,,,
JMA7147A,20210208091000,1,        ,-7.645,,,777,766,,-4.608,-4.013,0.885,-0.107,-1.617,,,,,,,,,,,,,,,,
JMA7147A,20210208091000,2,        ,-7.517,,,476,492,,-2.319,-2.213,2.686,2.182,4.181,,,,,,,,,,,,,,,,
JMA7147A,20210208091500,1,        ,-7.425,,,788,774,,-4.12,-3.51,0.992,-0.107,-1.221,,,,,,,,,,,,,,,,
JMA7147A,20210208091500,2,        ,-7.233,,,506,520,,-1.709,-1.511,3.281,2.686,4.883,,,,,,,,,,,,,,,,
JMA7147A,20210208092000,1,        ,-7.251,,,797,783,,-3.708,-3.113,0.992,0.092,-0.809,,,,,,,,,,,,,,,,
JMA7147A,20210208092000,2,        ,-7.123,,,541,555,,-1.312,-1.114,3.479,2.487,5.28,,,,,,,,,,,,,,,,
JMA7147A,20210208092500,1,        ,-7.105,,,797,788,,-3.22,-2.808,1.083,-0.015,-0.519,,,,,,,,,,,,,,,,
JMA7147A,20210208092500,2,        ,-7.123,,,583,605,,-0.916,-0.61,3.693,2.579,5.28,,,,,,,,,,,,,,,,
JMA7147A,20210208093000,1,        ,-6.912,,,801,800,,-3.021,-2.609,0.992,-0.107,-0.412,,,,,,,,,,,,,,,,
JMA7147A,20210208093000,2,        ,-6.931,,,636,671,,-0.519,-0.214,3.784,2.487,4.99,,,,,,,,,,,,,,,,
JMA7147A,20210208093500,1,        ,-6.766,,,807,810,,-2.808,-2.319,0.992,-0.015,-0.107,,,,,,,,,,,,,,,,
JMA7147A,20210208093500,2,        ,-6.757,,,702,736,,-0.107,-0.214,3.784,2.289,4.379,,,,,,,,,,,,,,,,
JMA7147A,20210208094000,1,        ,-6.748,,,815,823,,-2.914,-2.411,0.885,-0.107,0.092,,,,,,,,,,,,,,,,
JMA7147A,20210208094000,2,        ,-6.519,,,780,786,,-0.015,-0.214,3.693,2.182,3.983,,,,,,,,,,,,,,,,
JMA7147A,20210208094500,1,        ,-6.638,,,828,845,,-2.609,-2.213,0.885,-0.015,0.381,,,,,,,,,,,,,,,,
JMA7147A,20210208094500,2,        ,-6.29,,,868,852,,-0.107,-0.107,3.388,2.182,3.693,,,,,,,,,,,,,,,,
JMA7147A,20210208095000,1,        ,-6.51,,,853,878,,-2.319,-1.907,1.083,0.58,0.687,,,,,,,,,,,,,,,,
JMA7147A,20210208095000,2,        ,-5.933,,,812,770,,-0.214,-0.214,3.189,2.38,3.479,,,,,,,,,,,,,,,,
JMA7147A,20210208095500,1,        ,-6.4,,,896,924,,-2.411,-2.014,0.885,0.687,0.58,,,,,,,,,,,,,,,,
JMA7147A,20210208095500,2,        ,-5.869,,,568,539,,-0.32,-0.412,2.792,1.984,2.991,,,,,,,,,,,,,,,,
JMA7147A,20210208100000,1,        ,-6.308,,,752,776,,-2.121,-1.907,0.992,0.793,0.687,,,,,,,,,,,,,,,,
JMA7147A,20210208100000,2,        ,-6.015,,,665,652,,-0.32,-0.412,2.487,2.289,2.884,,,,,,,,,,,,,,,,
JMA7147A,20210208100500,1,        ,-6.198,,,829,859,,-1.907,-1.816,0.992,0.885,0.687,,,,,,,,,,,,,,,,
JMA7147A,20210208100500,2,        ,-6.162,,,970,930,,-0.32,-0.32,2.579,2.289,2.792,,,,,,,,,,,,,,,,
JMA7147A,20210208101000,1,        ,-6.088,,,899,931,,-1.907,-1.816,0.793,0.793,0.58,,,,,,,,,,,,,,,,
JMA7147A,20210208101000,2,        ,-5.786,,,1052,1007,,-0.214,-0.32,2.38,2.38,2.686,,,,,,,,,,,,,,,,
JMA7147A,20210208101500,1,        ,-6.052,,,844,868,,-2.014,-1.907,0.793,0.488,0.488,,,,,,,,,,,,,,,,
JMA7147A,20210208101500,2,        ,-5.795,,,484,475,,-0.519,-0.519,2.09,1.984,2.289,,,,,,,,,,,,,,,,
JMA7147A,20210208102000,1,        ,-6.024,,,576,573,,-2.213,-2.014,0.58,0.488,0.29,,,,,,,,,,,,,,,,
JMA7147A,20210208102000,2,        ,-5.631,,,433,373,,-0.61,-0.519,1.984,2.09,2.182,,,,,,,,,,,,,,,,
JMA7147A,20210208102500,1,        ,-5.859,,,839,848,,-2.014,-1.816,0.793,0.793,0.58,,,,,,,,,,,,,,,,
JMA7147A,20210208102500,2,        ,-5.841,,,275,259,,-0.61,-0.61,1.785,1.984,1.984,,,,,,,,,,,,,,,,
JMA7147A,20210208103000,1,        ,-5.914,,,250,249,,-2.716,-2.319,0.29,-0.015,0.092,,,,,,,,,,,,,,,,
JMA7147A,20210208103000,2,        ,-5.42,,,344,328,,-0.519,-0.412,1.892,2.09,2.182,,,,,,,,,,,,,,,,
JMA7147A,20210208103500,1,        ,-5.859,,,217,214,,-3.311,-2.213,0.29,-0.107,-0.107,,,,,,,,,,,,,,,,
JMA7147A,20210208103500,2,        ,-5.31,,,1149,1154,,-0.32,-0.214,2.09,2.182,2.487,,,,,,,,,,,,,,,,
JMA7147A,20210208104000,1,        ,-5.768,,,238,234,,-3.22,-2.319,-0.015,-0.214,-0.412,,,,,,,,,,,,,,,,
JMA7147A,20210208104000,2,        ,-4.889,,,255,249,,-0.61,-0.519,1.587,1.892,1.785,,,,,,,,,,,,,,,,
JMA7147A,20210208104500,1,        ,-5.411,,,814,788,,-3.113,-2.213,-0.015,0.092,-0.32,,,,,,,,,,,,,,,,
JMA7147A,20210208104500,2,        ,-4.935,,,303,296,,-0.519,-0.412,1.587,1.785,1.892,,,,,,,,,,,,,,,,
JMA7147A,20210208105000,1,        ,-5.356,,,241,237,,-3.418,-2.609,-0.519,-0.412,-0.916,,,,,,,,,,,,,,,,
JMA7147A,20210208105000,2,        ,-4.953,,,209,205,,-0.809,-0.717,1.282,1.48,1.48,,,,,,,,,,,,,,,,
JMA7147A,20210208105500,1,        ,-5.246,,,238,230,,-3.616,-2.914,-0.809,-0.717,-1.114,,,,,,,,,,,,,,,,
JMA7147A,20210208105500,2,        ,-4.907,,,211,206,,-0.717,-0.519,1.389,1.48,1.48,,,,,,,,,,,,,,,,
JMA7147A,20210208110000,1,        ,-5.365,,,325,316,,-3.616,-2.914,-1.007,-0.61,-1.114,,,,,,,,,,,,,,,,
JMA7147A,20210208110000,2,        ,-4.981,,,294,290,,-0.61,-0.61,1.19,1.389,1.48,,,,,,,,,,,,,,,,
JMA7147A,20210208110500,1,        ,-5.246,,,225,220,,-3.708,-3.113,-1.221,-1.007,-1.312,,,,,,,,,,,,,,,,
