通信機器ID,計測日時,セット連番,ID,温度1,温度2,温度3,日射量1,日射量2,日射量3,モジュール裏面温度1,モジュール裏面温度2,モジュール裏面温度3,モジュール裏面温度4,モジュール裏面温度5,モジュール裏面温度6,風速,風向,日射量(水平),湿度,雨量,直達日射量,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9
JMA7147A,20210201000000,1,        ,-13.001,,,0,0,,-13.916,-14.313,-7.507,-9.11,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201000000,2,        ,-13.056,,,0,0,,-12.818,-13.214,-6.912,-8.713,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210201000500,1,        ,-12.268,,,0,0,,-13.916,-14.313,-7.416,-9.018,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201000500,2,        ,-13.165,,,0,0,,-12.909,-13.214,-7.019,-8.82,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210201001000,1,        ,-11.783,,,0,0,,-13.809,-14.221,-7.309,-8.911,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201001000,2,        ,-13.01,,,0,0,,-12.909,-13.214,-6.821,-8.713,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210201001500,1,        ,-11.801,,,0,0,,-13.718,-14.115,-7.309,-8.82,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201001500,2,        ,-13.22,,,0,0,,-13.016,-13.321,-7.111,-8.911,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210201002000,1,        ,-11.646,,,0,0,,-13.718,-14.115,-7.309,-8.82,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201002000,2,        ,-13.44,,,0,0,,-13.108,-13.413,-7.111,-8.911,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210201002500,1,        ,-11.82,,,0,0,,-13.718,-14.115,-7.309,-8.82,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201002500,2,        ,-13.66,,,0,0,,-13.108,-13.413,-7.218,-9.018,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210201003000,1,        ,-12.149,,,0,0,,-13.718,-14.221,-7.416,-8.911,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201003000,2,        ,-13.816,,,0,0,,-13.108,-13.519,-7.218,-9.11,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210201003500,1,        ,-12.406,,,0,0,,-13.809,-14.221,-7.416,-8.911,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201003500,2,        ,-13.88,,,0,0,,-13.321,-13.611,-7.309,-9.11,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210201004000,1,        ,-12.525,,,0,0,,-13.916,-14.313,-7.507,-9.11,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201004000,2,        ,-13.999,,,0,0,,-13.321,-13.718,-7.416,-9.216,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201004500,1,        ,-12.918,,,0,0,,-14.008,-14.42,-7.614,-9.216,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210201004500,2,        ,-14.163,,,0,0,,-13.321,-13.809,-7.416,-9.308,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201005000,1,        ,-13.129,,,0,0,,-14.115,-14.618,-7.721,-9.216,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210201005000,2,        ,-14.31,,,0,0,,-13.413,-13.916,-7.507,-9.415,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210201005500,1,        ,-12.854,,,0,0,,-13.916,-14.42,-7.507,-9.018,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201005500,2,        ,-14.163,,,0,0,,-13.321,-13.916,-7.416,-9.308,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201010000,1,        ,-12.836,,,0,0,,-14.008,-14.511,-7.614,-9.018,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201010000,2,        ,-13.944,,,0,0,,-13.413,-13.718,-7.416,-9.216,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201010500,1,        ,-12.287,,,0,0,,-14.115,-14.511,-7.614,-9.216,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201010500,2,        ,-13.651,,,0,0,,-13.214,-13.718,-7.416,-9.018,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201011000,1,        ,-12.424,,,0,0,,-14.115,-14.618,-7.614,-9.216,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210201011000,2,        ,-13.532,,,0,0,,-13.214,-13.718,-7.309,-9.018,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201011500,1,        ,-12.927,,,0,0,,-14.313,-14.618,-7.721,-9.216,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201011500,2,        ,-13.559,,,0,0,,-13.214,-13.718,-7.309,-9.018,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201012000,1,        ,-13.165,,,0,0,,-14.313,-14.71,-7.721,-9.308,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201012000,2,        ,-13.568,,,0,0,,-13.321,-13.718,-7.416,-9.018,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201012500,1,        ,-13.413,,,0,0,,-14.42,-14.817,-7.919,-9.308,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201012500,2,        ,-13.614,,,0,0,,-13.413,-13.809,-7.507,-9.11,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201013000,1,        ,-12.845,,,0,0,,-14.42,-14.71,-7.813,-9.216,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201013000,2,        ,-13.623,,,0,0,,-13.413,-13.718,-7.416,-9.018,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201013500,1,        ,-11.609,,,0,0,,-14.115,-14.618,-7.507,-8.82,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201013500,2,        ,-12.955,,,0,0,,-13.321,-13.611,-7.218,-8.713,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210201014000,1,        ,-11.865,,,0,0,,-14.115,-14.511,-7.507,-8.911,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201014000,2,        ,-12.726,,,0,0,,-13.214,-13.519,-7.309,-8.82,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210201014500,1,        ,-12.799,,,0,0,,-14.42,-14.71,-7.813,-9.308,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201014500,2,        ,-12.891,,,0,0,,-13.321,-13.611,-7.416,-8.911,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201015000,1,        ,-13.092,,,0,0,,-14.313,-14.71,-7.813,-9.308,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201015000,2,        ,-13.083,,,0,0,,-13.321,-13.718,-7.416,-8.911,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201015500,1,        ,-12.964,,,0,0,,-14.42,-14.817,-7.813,-9.308,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201015500,2,        ,-13.275,,,0,0,,-13.413,-13.718,-7.507,-9.018,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210201020000,1,        ,-13.092,,,0,0,,-14.42,-14.817,-7.919,-9.308,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201020000,2,        ,-13.477,,,0,0,,-13.413,-13.809,-7.507,-9.11,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210201020500,1,        ,-13.056,,,0,0,,-14.42,-14.71,-7.919,-9.11,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201020500,2,        ,-13.642,,,0,0,,-13.519,-13.809,-7.507,-9.11,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210201021000,1,        ,-12.772,,,0,0,,-14.42,-14.71,-7.919,-9.216,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201021000,2,        ,-13.816,,,0,0,,-13.611,-13.916,-7.721,-9.11,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210201021500,1,        ,-12.946,,,0,0,,-14.42,-14.71,-7.919,-9.308,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201021500,2,        ,-13.678,,,0,0,,-13.519,-13.809,-7.507,-9.018,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201022000,1,        ,-12.488,,,0,0,,-14.42,-14.71,-7.813,-9.216,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201022000,2,        ,-12.836,,,0,0,,-13.321,-13.718,-7.309,-8.82,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201022500,1,        ,-12.433,,,0,0,,-14.42,-14.618,-7.919,-9.216,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210201022500,2,        ,-12.552,,,0,0,,-13.214,-13.519,-7.218,-8.621,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210201023000,1,        ,-12.689,,,0,0,,-14.42,-14.618,-7.919,-9.216,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201023000,2,        ,-11.957,,,0,0,,-13.108,-13.321,-7.111,-8.408,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210201023500,1,        ,-12.763,,,0,0,,-14.42,-14.71,-7.919,-9.216,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201023500,2,        ,-11.783,,,0,0,,-12.909,-13.214,-7.019,-8.209,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210201024000,1,        ,-12.808,,,0,0,,-14.313,-14.618,-7.813,-9.11,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210201024000,2,        ,-11.865,,,0,0,,-12.818,-13.108,-7.019,-8.118,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210201024500,1,        ,-12.515,,,0,0,,-14.221,-14.511,-7.721,-9.018,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210201024500,2,        ,-11.911,,,0,0,,-12.711,-12.909,-6.912,-8.011,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210201025000,1,        ,-12.085,,,0,0,,-14.221,-14.511,-7.721,-8.911,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210201025000,2,        ,-11.545,,,0,0,,-12.512,-12.711,-6.714,-7.721,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210201025500,1,        ,-12.14,,,0,0,,-14.221,-14.42,-7.721,-8.911,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201025500,2,        ,-11.142,,,0,0,,-12.314,-12.512,-6.516,-7.416,-6.607,,,,,,,,,,,,,,,,
JMA7147A,20210201030000,1,        ,-12.058,,,0,0,,-14.115,-14.313,-7.614,-8.82,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201030000,2,        ,-10.996,,,0,0,,-12.207,-12.421,-6.409,-7.309,-6.516,,,,,,,,,,,,,,,,
JMA7147A,20210201030500,1,        ,-11.957,,,0,0,,-14.115,-14.42,-7.614,-8.911,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201030500,2,        ,-10.629,,,0,0,,-12.009,-12.207,-6.21,-7.019,-6.409,,,,,,,,,,,,,,,,
JMA7147A,20210201031000,1,        ,-12.177,,,0,0,,-14.115,-14.313,-7.614,-8.911,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201031000,2,        ,-10.419,,,0,0,,-11.917,-12.116,-6.119,-6.821,-6.409,,,,,,,,,,,,,,,,
JMA7147A,20210201031500,1,        ,-12.14,,,0,0,,-14.115,-14.313,-7.507,-8.82,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201031500,2,        ,-10.758,,,0,0,,-11.917,-12.116,-6.21,-7.019,-6.409,,,,,,,,,,,,,,,,
JMA7147A,20210201032000,1,        ,-12.113,,,0,0,,-14.008,-14.313,-7.507,-8.713,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201032000,2,        ,-10.684,,,0,0,,-11.81,-12.009,-6.012,-7.019,-6.317,,,,,,,,,,,,,,,,
JMA7147A,20210201032500,1,        ,-12.232,,,0,0,,-13.916,-14.313,-7.507,-8.713,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201032500,2,        ,-10.877,,,0,0,,-11.81,-12.009,-6.119,-7.111,-6.409,,,,,,,,,,,,,,,,
JMA7147A,20210201033000,1,        ,-12.36,,,0,0,,-14.115,-14.42,-7.507,-8.82,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201033000,2,        ,-10.776,,,0,0,,-11.81,-12.009,-6.012,-6.912,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201033500,1,        ,-12.25,,,0,0,,-14.115,-14.42,-7.507,-8.82,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201033500,2,        ,-10.886,,,0,0,,-11.719,-12.009,-6.012,-7.019,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201034000,1,        ,-12.177,,,0,0,,-14.115,-14.42,-7.507,-8.82,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210201034000,2,        ,-11.078,,,0,0,,-11.81,-12.116,-6.119,-7.111,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210201034500,1,        ,-12.406,,,0,0,,-14.115,-14.42,-7.507,-8.82,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201034500,2,        ,-11.215,,,0,0,,-11.81,-12.009,-6.012,-7.019,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201035000,1,        ,-12.305,,,0,0,,-14.008,-14.42,-7.416,-8.621,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201035000,2,        ,-11.353,,,0,0,,-11.81,-12.009,-6.012,-7.111,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210201035500,1,        ,-12.369,,,0,0,,-14.115,-14.42,-7.507,-8.713,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201035500,2,        ,-11.261,,,0,0,,-11.719,-11.917,-6.012,-7.111,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201040000,1,        ,-12.396,,,0,0,,-14.115,-14.42,-7.416,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201040000,2,        ,-11.444,,,0,0,,-11.81,-12.116,-6.119,-7.111,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210201040500,1,        ,-12.049,,,0,0,,-14.115,-14.42,-7.416,-8.82,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210201040500,2,        ,-11.582,,,0,0,,-11.81,-12.009,-6.119,-7.111,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201041000,1,        ,-11.829,,,0,0,,-14.008,-14.313,-7.416,-8.621,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201041000,2,        ,-11.719,,,0,0,,-11.917,-12.207,-6.21,-7.218,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210201041500,1,        ,-11.472,,,0,0,,-14.008,-14.221,-7.416,-8.515,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201041500,2,        ,-11.096,,,0,0,,-11.81,-12.009,-6.012,-7.111,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201042000,1,        ,-11.554,,,0,0,,-13.916,-14.115,-7.309,-8.515,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201042000,2,        ,-10.941,,,0,0,,-11.612,-11.917,-5.92,-6.912,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201042500,1,        ,-11.618,,,0,0,,-13.718,-14.008,-7.218,-8.515,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201042500,2,        ,-11.17,,,0,0,,-11.612,-11.81,-5.92,-6.912,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210201043000,1,        ,-11.701,,,0,0,,-13.718,-13.916,-7.218,-8.515,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210201043000,2,        ,-11.225,,,0,0,,-11.719,-11.917,-6.012,-7.111,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201043500,1,        ,-11.783,,,0,0,,-13.718,-14.008,-7.218,-8.515,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201043500,2,        ,-11.398,,,0,0,,-11.612,-11.81,-6.012,-7.019,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201044000,1,        ,-11.719,,,0,0,,-13.809,-14.115,-7.309,-8.621,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201044000,2,        ,-10.886,,,0,0,,-11.612,-11.81,-5.92,-6.912,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210201044500,1,        ,-11.948,,,0,0,,-13.916,-14.115,-7.309,-8.621,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201044500,2,        ,-11.133,,,0,0,,-11.612,-11.917,-6.012,-7.019,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201045000,1,        ,-12.25,,,0,0,,-13.809,-14.115,-7.309,-8.515,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201045000,2,        ,-11.389,,,0,0,,-11.612,-11.917,-6.012,-7.111,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201045500,1,        ,-12.552,,,0,0,,-13.916,-14.221,-7.416,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201045500,2,        ,-11.499,,,0,0,,-11.612,-12.009,-5.92,-7.111,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201050000,1,        ,-12.543,,,0,0,,-14.008,-14.221,-7.416,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201050000,2,        ,-11.325,,,0,0,,-11.612,-11.917,-5.92,-7.019,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210201050500,1,        ,-12.232,,,0,0,,-13.916,-14.221,-7.309,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201050500,2,        ,-11.353,,,0,0,,-11.612,-11.81,-6.012,-7.111,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210201051000,1,        ,-12.332,,,0,0,,-14.008,-14.221,-7.416,-8.713,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201051000,2,        ,-11.408,,,0,0,,-11.521,-11.719,-5.92,-6.912,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201051500,1,        ,-11.994,,,0,0,,-13.916,-14.221,-7.309,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201051500,2,        ,-11.426,,,0,0,,-11.521,-11.81,-5.92,-6.912,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201052000,1,        ,-12.25,,,0,0,,-14.008,-14.313,-7.416,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201052000,2,        ,-11.398,,,0,0,,-11.521,-11.81,-5.92,-6.912,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201052500,1,        ,-12.277,,,0,0,,-14.008,-14.313,-7.416,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201052500,2,        ,-11.087,,,0,0,,-11.414,-11.719,-5.92,-6.912,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201053000,1,        ,-12.323,,,0,0,,-14.008,-14.313,-7.416,-8.713,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210201053000,2,        ,-11.243,,,0,0,,-11.414,-11.612,-5.92,-6.912,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201053500,1,        ,-12.085,,,0,0,,-13.916,-14.115,-7.218,-8.621,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201053500,2,        ,-11.27,,,0,0,,-11.307,-11.521,-5.92,-6.821,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201054000,1,        ,-12.168,,,0,0,,-14.008,-14.313,-7.218,-8.713,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210201054000,2,        ,-11.243,,,0,0,,-11.307,-11.612,-5.92,-6.821,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201054500,1,        ,-12.021,,,0,0,,-13.916,-14.221,-7.218,-8.515,-7.813,,,,,,,,,,,,,,,,
JMA7147A,20210201054500,2,        ,-11.032,,,0,0,,-11.215,-11.521,-5.814,-6.607,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210201055000,1,        ,-11.16,,,0,0,,-13.809,-14.115,-7.111,-8.408,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210201055000,2,        ,-10.73,,,0,0,,-11.109,-11.414,-5.707,-6.516,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201055500,1,        ,-10.886,,,0,0,,-13.809,-13.916,-7.019,-8.408,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210201055500,2,        ,-10.959,,,0,0,,-11.109,-11.307,-5.814,-6.516,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201060000,1,        ,-10.712,,,0,0,,-13.611,-13.809,-6.912,-8.209,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201060000,2,        ,-10.996,,,0,0,,-11.215,-11.414,-5.92,-6.607,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210201060500,1,        ,-10.904,,,0,0,,-13.718,-13.916,-6.912,-8.316,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210201060500,2,        ,-11.206,,,0,0,,-11.215,-11.414,-5.814,-6.714,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210201061000,1,        ,-11.051,,,0,0,,-13.611,-13.809,-6.912,-8.209,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210201061000,2,        ,-11.014,,,0,0,,-11.017,-11.414,-5.814,-6.607,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201061500,1,        ,-11.197,,,0,0,,-13.611,-13.809,-6.912,-8.209,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210201061500,2,        ,-10.84,,,0,0,,-11.017,-11.307,-5.707,-6.516,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201062000,1,        ,-11.518,,,0,0,,-13.718,-13.809,-6.912,-8.209,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210201062000,2,        ,-10.831,,,0,0,,-11.017,-11.307,-5.814,-6.607,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201062500,1,        ,-11.719,,,0,0,,-13.611,-13.809,-6.912,-8.118,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201062500,2,        ,-10.977,,,0,0,,-11.109,-11.307,-5.707,-6.607,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201063000,1,        ,-11.655,,,0,0,,-13.611,-13.809,-6.912,-8.118,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201063000,2,        ,-11.133,,,0,0,,-11.109,-11.307,-5.814,-6.607,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201063500,1,        ,-11.774,,,0,0,,-13.718,-13.916,-6.912,-8.316,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210201063500,2,        ,-11.069,,,0,0,,-11.017,-11.307,-5.814,-6.607,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210201064000,1,        ,-11.893,,,0,0,,-13.611,-13.809,-6.912,-8.118,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201064000,2,        ,-10.666,,,1,0,,-10.91,-11.215,-5.615,-6.516,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210201064500,1,        ,-11.911,,,2,0,,-13.611,-13.916,-6.912,-8.118,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201064500,2,        ,-10.401,,,5,3,,-10.819,-11.109,-5.509,-6.409,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210201065000,1,        ,-11.472,,,6,4,,-13.611,-13.809,-6.821,-8.011,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201065000,2,        ,-10.593,,,9,7,,-10.712,-11.017,-5.417,-6.21,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210201065500,1,        ,-11.38,,,10,9,,-13.611,-13.809,-6.821,-8.118,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210201065500,2,        ,-10.803,,,13,10,,-10.712,-11.017,-5.509,-6.317,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210201070000,1,        ,-11.499,,,14,14,,-13.611,-13.809,-6.821,-8.011,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201070000,2,        ,-10.794,,,18,14,,-10.712,-11.017,-5.615,-6.409,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210201070500,1,        ,-11.527,,,23,28,,-13.519,-13.718,-6.821,-7.919,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210201070500,2,        ,-10.629,,,25,19,,-10.712,-11.017,-5.417,-6.21,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210201071000,1,        ,-11.536,,,40,47,,-13.413,-13.718,-6.607,-7.813,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210201071000,2,        ,-10.318,,,36,29,,-10.513,-10.819,-5.31,-6.119,-5.31,,,,,,,,,,,,,,,,
JMA7147A,20210201071500,1,        ,-11.435,,,45,58,,-13.321,-13.519,-6.516,-7.614,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210201071500,2,        ,-10.108,,,43,32,,-10.407,-10.712,-5.112,-5.814,-5.219,,,,,,,,,,,,,,,,
JMA7147A,20210201072000,1,        ,-11.417,,,50,61,,-13.321,-13.413,-6.516,-7.614,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210201072000,2,        ,-10.199,,,50,38,,-10.407,-10.712,-5.112,-5.814,-5.112,,,,,,,,,,,,,,,,
JMA7147A,20210201072500,1,        ,-11.362,,,60,79,,-13.321,-13.413,-6.409,-7.614,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210201072500,2,        ,-10.089,,,66,45,,-10.208,-10.513,-5.02,-5.615,-4.913,,,,,,,,,,,,,,,,
JMA7147A,20210201073000,1,        ,-10.996,,,67,93,,-13.214,-13.214,-6.21,-7.309,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210201073000,2,        ,-10.163,,,78,51,,-10.117,-10.407,-4.913,-5.417,-4.807,,,,,,,,,,,,,,,,
JMA7147A,20210201073500,1,        ,-9.897,,,79,112,,-12.909,-13.016,-6.012,-7.019,-6.607,,,,,,,,,,,,,,,,
JMA7147A,20210201073500,2,        ,-10.19,,,81,55,,-10.01,-10.315,-4.913,-5.31,-4.807,,,,,,,,,,,,,,,,
JMA7147A,20210201074000,1,        ,-9.137,,,89,128,,-12.619,-12.711,-5.707,-6.714,-6.409,,,,,,,,,,,,,,,,
JMA7147A,20210201074000,2,        ,-9.906,,,194,99,,-9.812,-10.208,-4.715,-5.112,-4.608,,,,,,,,,,,,,,,,
JMA7147A,20210201074500,1,        ,-8.496,,,106,148,,-12.116,-12.207,-5.31,-6.317,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210201074500,2,        ,-9.467,,,225,124,,-9.613,-9.918,-4.608,-4.807,-4.41,,,,,,,,,,,,,,,,
JMA7147A,20210201075000,1,        ,-8.057,,,108,149,,-11.81,-11.917,-5.02,-6.012,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210201075000,2,        ,-9.055,,,238,137,,-9.415,-9.72,-4.318,-4.517,-4.211,,,,,,,,,,,,,,,,
JMA7147A,20210201075500,1,        ,-7.608,,,117,160,,-11.414,-11.521,-4.517,-5.615,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210201075500,2,        ,-8.743,,,257,154,,-9.11,-9.415,-4.013,-4.211,-3.906,,,,,,,,,,,,,,,,
JMA7147A,20210201080000,1,        ,-7.434,,,137,184,,-11.017,-11.109,-4.318,-5.31,-5.02,,,,,,,,,,,,,,,,
JMA7147A,20210201080000,2,        ,-8.121,,,286,182,,-8.713,-9.11,-3.708,-3.815,-3.616,,,,,,,,,,,,,,,,
